"subject","activity","tbodyaccxmean.mean","tbodyaccymean.mean","tbodyacczmean.mean","tbodyaccxstd.mean","tbodyaccystd.mean","tbodyacczstd.mean","tgravityaccxmean.mean","tgravityaccymean.mean","tgravityacczmean.mean","tgravityaccxstd.mean","tgravityaccystd.mean","tgravityacczstd.mean","tbodyaccjerkxmean.mean","tbodyaccjerkymean.mean","tbodyaccjerkzmean.mean","tbodyaccjerkxstd.mean","tbodyaccjerkystd.mean","tbodyaccjerkzstd.mean","tbodygyroxmean.mean","tbodygyroymean.mean","tbodygyrozmean.mean","tbodygyroxstd.mean","tbodygyroystd.mean","tbodygyrozstd.mean","tbodygyrojerkxmean.mean","tbodygyrojerkymean.mean","tbodygyrojerkzmean.mean","tbodygyrojerkxstd.mean","tbodygyrojerkystd.mean","tbodygyrojerkzstd.mean","tbodyaccmagmean.mean","tbodyaccmagstd.mean","tgravityaccmagmean.mean","tgravityaccmagstd.mean","tbodyaccjerkmagmean.mean","tbodyaccjerkmagstd.mean","tbodygyromagmean.mean","tbodygyromagstd.mean","tbodygyrojerkmagmean.mean","tbodygyrojerkmagstd.mean","fbodyaccxmean.mean","fbodyaccymean.mean","fbodyacczmean.mean","fbodyaccxstd.mean","fbodyaccystd.mean","fbodyacczstd.mean","fbodyaccjerkxmean.mean","fbodyaccjerkymean.mean","fbodyaccjerkzmean.mean","fbodyaccjerkxstd.mean","fbodyaccjerkystd.mean","fbodyaccjerkzstd.mean","fbodygyroxmean.mean","fbodygyroymean.mean","fbodygyrozmean.mean","fbodygyroxstd.mean","fbodygyroystd.mean","fbodygyrozstd.mean","fbodyaccmagmean.mean","fbodyaccmagstd.mean","fbodyaccjerkmagmean.mean","fbodyaccjerkmagstd.mean","fbodygyromagmean.mean","fbodygyromagstd.mean","fbodygyrojerkmagmean.mean","fbodygyrojerkmagstd.mean","tbodyaccxmean.sd","tbodyaccymean.sd","tbodyacczmean.sd","tbodyaccxstd.sd","tbodyaccystd.sd","tbodyacczstd.sd","tgravityaccxmean.sd","tgravityaccymean.sd","tgravityacczmean.sd","tgravityaccxstd.sd","tgravityaccystd.sd","tgravityacczstd.sd","tbodyaccjerkxmean.sd","tbodyaccjerkymean.sd","tbodyaccjerkzmean.sd","tbodyaccjerkxstd.sd","tbodyaccjerkystd.sd","tbodyaccjerkzstd.sd","tbodygyroxmean.sd","tbodygyroymean.sd","tbodygyrozmean.sd","tbodygyroxstd.sd","tbodygyroystd.sd","tbodygyrozstd.sd","tbodygyrojerkxmean.sd","tbodygyrojerkymean.sd","tbodygyrojerkzmean.sd","tbodygyrojerkxstd.sd","tbodygyrojerkystd.sd","tbodygyrojerkzstd.sd","tbodyaccmagmean.sd","tbodyaccmagstd.sd","tgravityaccmagmean.sd","tgravityaccmagstd.sd","tbodyaccjerkmagmean.sd","tbodyaccjerkmagstd.sd","tbodygyromagmean.sd","tbodygyromagstd.sd","tbodygyrojerkmagmean.sd","tbodygyrojerkmagstd.sd","fbodyaccxmean.sd","fbodyaccymean.sd","fbodyacczmean.sd","fbodyaccxstd.sd","fbodyaccystd.sd","fbodyacczstd.sd","fbodyaccjerkxmean.sd","fbodyaccjerkymean.sd","fbodyaccjerkzmean.sd","fbodyaccjerkxstd.sd","fbodyaccjerkystd.sd","fbodyaccjerkzstd.sd","fbodygyroxmean.sd","fbodygyroymean.sd","fbodygyrozmean.sd","fbodygyroxstd.sd","fbodygyroystd.sd","fbodygyrozstd.sd","fbodyaccmagmean.sd","fbodyaccmagstd.sd","fbodyaccjerkmagmean.sd","fbodyaccjerkmagstd.sd","fbodygyromagmean.sd","fbodygyromagstd.sd","fbodygyrojerkmagmean.sd","fbodygyrojerkmagstd.sd"
1,"downstairswalking",0.289188320408163,-0.00991850461020408,-0.107566190908163,0.0300353383483878,-0.0319359434489796,-0.230434213204082,0.931874418979592,-0.266610338979592,-0.0621199585938775,-0.950559811632653,-0.937018658979592,-0.895939695102041,0.0541553164897959,0.0296504490408163,-0.0109719730183673,-0.012283860544898,-0.101601390640816,-0.345735032326531,-0.0350781902989796,-0.0909371290204082,0.0900850142030612,-0.458030542938775,-0.126349194938775,-0.124702454242857,-0.0739592036271429,-0.0439902783367347,-0.0270461061061224,-0.487027342244898,-0.238824827530612,-0.268761480242857,0.0271882914106122,0.0198843506265306,0.0271882914106122,0.0198843506265306,-0.0894474807979592,-0.0257877197081633,-0.0757412543673469,-0.225724368061224,-0.295463843346939,-0.306510645530612,0.0382291831510204,0.00154990783591837,-0.225574471693878,0.0243308391387755,-0.112963739953061,-0.297927894693878,-0.0276638676122449,-0.12866715764898,-0.288334735714286,-0.0863278966402041,-0.134580008877551,-0.401721464285714,-0.352449631363265,-0.0557022524693878,-0.0318694271979592,-0.495422486102041,-0.181414728657143,-0.238443565306122,0.0965845343040816,-0.186530301073469,0.0262184949326531,-0.104052260726531,-0.185720285744898,-0.398350390122449,-0.281963359177551,-0.391919876612245,0.084156487553055,0.0258222216993833,0.0569332274766585,0.0932064414062365,0.155150625438384,0.0844507786909177,0.0137107920733771,0.0280777453303013,0.0377201475716632,0.0236063317974897,0.0329676513955834,0.0392019249925292,0.400760112023956,0.209633947041423,0.268001030166845,0.0929504365068902,0.144263054472233,0.111065793215343,0.297498795263906,0.246190033811866,0.0776911320386308,0.211440130524507,0.102042469797377,0.0952021564737799,0.217214277614153,0.2387480881851,0.190732088486772,0.0953392946381106,0.140006882069769,0.0981257158530943,0.082373237710474,0.0992213179846552,0.082373237710474,0.0992213179846552,0.0839834763033223,0.129663757152448,0.120801095337179,0.158422188688195,0.0931872320056975,0.161656474309502,0.119224727611253,0.170798561087191,0.115551595884004,0.108457543518206,0.143694798649693,0.0723421185708391,0.101271667591545,0.139350880732265,0.12876086525451,0.0867093134600627,0.148260152607979,0.0998658280371304,0.183747198943916,0.143103054536205,0.127897611723808,0.222769257099178,0.0879392819594027,0.0834934819677785,0.110939249130188,0.095314606738389,0.130869480728383,0.145406657358343,0.158148437319055,0.148262026154992,0.1569829839474,0.165967806836954
1,"lying",0.22159824394,-0.0405139534294,-0.11320355358,-0.9280564692,-0.83682740562,-0.826061401628,-0.24888179828,0.70554977346,0.4458177198,-0.8968300184,-0.90772000676,-0.85236629022,0.0810865342,0.0038382040088,0.010834236361,-0.958482112,-0.9241492736,-0.9548551108,-0.016553093978,-0.064486124088,0.14868943626,-0.87354386782,-0.9510904402,-0.9082846626,-0.107270949192,-0.04151728689,-0.0740501211,-0.9186085208,-0.9679072436,-0.9577901596,-0.8419291525,-0.79514486386,-0.8419291525,-0.79514486386,-0.9543962646,-0.9282456284,-0.874759548,-0.81901016976,-0.96346103,-0.9358409828,-0.9390990524,-0.86706520518,-0.8826668762,-0.9244374346,-0.8336255561,-0.81289155944,-0.9570738838,-0.9224626098,-0.9480609042,-0.9641607086,-0.9322178704,-0.9605869872,-0.850249174586,-0.9521914948,-0.909302721,-0.8822964508,-0.9512320494,-0.9165825082,-0.8617676481,-0.7983009404,-0.9333003608,-0.9218039756,-0.8621901854,-0.82431943968,-0.9423669466,-0.9326606676,0.168930385215445,0.118675802956278,0.174047090123104,0.122957401949122,0.331177484007337,0.288552886794704,0.220289463378822,0.282054386400136,0.388321182969864,0.187362173440021,0.225012896377312,0.289570966399619,0.0528565447588119,0.0985939187724699,0.114352821930425,0.0752185969837598,0.163771649066554,0.0880763225445686,0.0771795031080852,0.0596404083543515,0.162279898652265,0.23421729111206,0.0880388476633163,0.13736305008917,0.153808688954694,0.0403136220027385,0.0567794352943382,0.172564260864984,0.0661201623548484,0.0792540712205832,0.2886131229297,0.34981224789847,0.2886131229297,0.34981224789847,0.090496008720347,0.154039484219093,0.166442387614279,0.31538245845808,0.0748615754514122,0.132852076021581,0.103724512573987,0.269666136965962,0.199873400362689,0.130107812286934,0.339788645636426,0.309051085361805,0.0784560486297006,0.168998864530492,0.0991145249006038,0.0643423470345477,0.144939740881557,0.0769552497419572,0.286676168602949,0.0893628814382206,0.138858313314505,0.218188910209093,0.0869265794617323,0.12460690725965,0.233434201915736,0.346392256321311,0.14377470775517,0.165389919138589,0.254239237664846,0.301767298073151,0.119468403673657,0.139997579985082
1,"sitting",0.261237565425532,-0.00130828765170213,-0.104544182255319,-0.977229008297872,-0.922618641914894,-0.93958629106383,0.831509933404255,0.204411592680851,0.332043702765957,-0.968457145744681,-0.935517055957447,-0.949040933191489,0.0774825199574468,-0.000619102785106384,-0.00336779235021277,-0.986430711276596,-0.981371965319149,-0.987910804468085,-0.045350056512766,-0.0919241549361702,0.0629313811914894,-0.977211283191489,-0.966473895319149,-0.941425920851064,-0.0936793807234043,-0.0402118124255319,-0.046702627,-0.99173159212766,-0.989518068510638,-0.987935806382979,-0.948536786170213,-0.927078418723404,-0.948536786170213,-0.927078418723404,-0.987364195531915,-0.984120024042553,-0.93089249,-0.934531840425532,-0.991976341276596,-0.988308728510638,-0.979641238723404,-0.944084550425532,-0.959184889148936,-0.976412313191489,-0.917275006382979,-0.934469558085106,-0.986597022553191,-0.981579467021277,-0.986053092340425,-0.987492994468085,-0.982513909574468,-0.988339184893617,-0.976161464042553,-0.975838585319149,-0.951315544468085,-0.977904227021277,-0.962345042553192,-0.94391784106383,-0.947782922553192,-0.928444801702128,-0.985262126808511,-0.981606177446808,-0.958435589361702,-0.932198374893617,-0.989797547234043,-0.987049617234043,0.063329656530637,0.0474652969368653,0.042159411754971,0.0516968225656247,0.151866471015858,0.138360678594562,0.0906413306571272,0.111323223138669,0.0699070674840087,0.0717975256802739,0.138009139765149,0.11922465321138,0.0238811102004555,0.070655689575854,0.0747884781228963,0.0271963018681045,0.0303431600948287,0.0192855192609476,0.0462953508520778,0.0618032467741921,0.183488028344994,0.0566157567537954,0.101985327501179,0.102463356368492,0.0222287337499355,0.0136387214224945,0.0390561155414156,0.0226036303551251,0.0245434613647658,0.0296521364534214,0.111264720300445,0.169979369819598,0.111264720300445,0.169979369819598,0.0229301682998752,0.0361713543423634,0.108769383221595,0.142195681673132,0.0197986965988689,0.0323051405669414,0.0437360540580442,0.10659545178358,0.0903325248881366,0.0546722179136088,0.16198116438308,0.150284254131327,0.0265764147002996,0.0295349250993363,0.02033488659766,0.0254586546040459,0.029224342714353,0.018362591849997,0.0517698386973124,0.0620491424301355,0.0773584017185285,0.0571134791524308,0.119660771313782,0.100243986911749,0.116193577666337,0.167386175594003,0.0305386341608059,0.0425296404355274,0.0795250162790184,0.151474370761677,0.0263902686757345,0.0367228322918592
1,"standing",0.278917629056604,-0.0161375901037736,-0.110601817735849,-0.995759901509434,-0.973190056415094,-0.979775876981132,0.942952000377358,-0.272983832264151,0.0134905823226415,-0.99376298509434,-0.981225957924528,-0.976324063584906,0.0753766542264151,0.00797573092830189,-0.00368524954709434,-0.994604542264151,-0.98564873245283,-0.992251177358491,-0.0239877347979245,-0.0593972209811321,0.074800751,-0.987191946603774,-0.98773444,-0.980645626981132,-0.0996092129056604,-0.0440627877924528,-0.0489505466716981,-0.992945106981132,-0.995137917358491,-0.992108467169811,-0.984278207358491,-0.981942928867925,-0.984278207358491,-0.981942928867925,-0.992367790566038,-0.993096209433962,-0.976493792830189,-0.978690028679245,-0.994966790566038,-0.994733238679245,-0.995249932641509,-0.977070847735849,-0.985297098679245,-0.99602834509434,-0.972293102075472,-0.977937259622642,-0.994630797358491,-0.985418704528302,-0.990752166037736,-0.995073759245283,-0.987018226792453,-0.992349818113208,-0.986386786037736,-0.988984455849057,-0.980773122830189,-0.987497128679245,-0.987107727735849,-0.98234533,-0.985356361132075,-0.982313804716981,-0.99254247754717,-0.992536003396226,-0.984617623396226,-0.978466072075472,-0.994815376981132,-0.994671123207547,0.00799182813175176,0.0109082121968311,0.0131675870576672,0.0052741393229331,0.0363316416378927,0.0274481084909406,0.0190984089958694,0.0821744588679097,0.0504825294994186,0.0135877008820328,0.035672318716106,0.034253361354175,0.00432309807866502,0.0185697940585478,0.0183762503594898,0.00265311293352562,0.007660845198194,0.00326932508283739,0.0100028114531987,0.052948579326845,0.058163756468635,0.0103298022081838,0.013655140340498,0.0240492537828287,0.00699169016576279,0.0103484059836235,0.0162643635130966,0.0041384711467329,0.00421493661279655,0.00704788101773433,0.0223332713027152,0.0320196532247759,0.0223332713027152,0.0320196532247759,0.00369757377937855,0.00507947462685607,0.0335271043359689,0.0281985416367829,0.003972221007654,0.00538055069862135,0.00409563635523935,0.0222654108309828,0.0147916362346534,0.0058141341210105,0.0401256474317743,0.0315309907696867,0.00267712894948197,0.00759252928839608,0.0038549155228848,0.00252346271734194,0.00728631688451156,0.00308126634948512,0.00969471921696676,0.0118421460390261,0.0224089382476914,0.0104573390412713,0.0147179058997417,0.0224991647382855,0.0199363067413618,0.0325772441177905,0.00541951560706372,0.00472695392108994,0.0198629330172224,0.028510816312114,0.00490413143335745,0.0057246066619768
1,"upstairswalking",0.255461689622641,-0.0239531492643396,-0.0973020020943396,-0.35470802509434,-0.00232026501698113,-0.0194792388471698,0.89335109754717,-0.362153364339623,-0.075402939754717,-0.956367027924528,-0.952849233207547,-0.912379410377358,0.101372729922642,0.0194863076188679,-0.0455625449113208,-0.446843887735849,-0.378274426037736,-0.706593530943396,0.050549379754717,-0.166170015088679,0.0583595463981132,-0.544871104528302,0.00410518379811321,-0.50716867490566,-0.122232768011321,-0.0421485884509434,-0.0407125527654717,-0.614786508490566,-0.601696656226415,-0.606332002264151,-0.129927630735849,-0.324970929245283,-0.129927630735849,-0.324970929245283,-0.466503446226415,-0.478991622075472,-0.126735589969811,-0.14861931805283,-0.59488286509434,-0.648553044339623,-0.404321784150943,-0.190976720811321,-0.433349702075472,-0.337428188679245,0.0217695106566038,0.0859565543849057,-0.479875245660377,-0.41344458754717,-0.685474353962264,-0.461907025849057,-0.381777065283019,-0.726040200754717,-0.492611667924528,-0.319474609056604,-0.453597213018868,-0.565892490754717,0.151538905566038,-0.57170784,-0.352395944716981,-0.416260101509434,-0.44265216245283,-0.533059853773585,-0.325961457396226,-0.182985518264151,-0.634665082075472,-0.693930521509434,0.0499619102720454,0.021747886931539,0.0344558573360302,0.0535479656604657,0.100049786094941,0.0500333179018807,0.0178987947539511,0.0294385910883529,0.0261594958039558,0.0285782532572923,0.0397998264959068,0.0324896692585324,0.190122269672497,0.205016670416654,0.1185752050244,0.0611275547402549,0.0806274203833173,0.0353955305513586,0.289100872372716,0.253090303936013,0.106735939614487,0.179709230908831,0.0836317251149235,0.100849532649937,0.150915618812972,0.152933404457322,0.104676438366652,0.0494907761332643,0.0556575100902315,0.0499154582455537,0.0484295886205747,0.0597328226902942,0.0484295886205747,0.0597328226902942,0.0472221215587117,0.0766750623036911,0.108892974328249,0.178929551838117,0.0438436362380376,0.0511771541644304,0.0672873195278271,0.11028102344951,0.0472058091734843,0.0640002887339814,0.104938132426693,0.0587118843997524,0.0602738730609083,0.0815821650036649,0.0379886112360403,0.0653052719913058,0.0815207241249434,0.0377362821202332,0.126770594834248,0.0754276687402759,0.0888510164290384,0.19375987150599,0.104104943648874,0.0982085105001155,0.0659762484948208,0.0651980982169743,0.0746730344425614,0.0845287848638143,0.107347541513874,0.196117556091194,0.0481313702139406,0.0574276471935625
1,"walking",0.277330758736842,-0.0173838185273684,-0.111148103547368,-0.283740258842105,0.114461336747368,-0.260027902210526,0.935223201473684,-0.282165021263158,-0.068102864,-0.976609642526316,-0.971305961473684,-0.947717226105263,0.0740416333157895,0.0282721095884211,-0.00416840617789474,-0.113615602435789,0.0670025007684211,-0.502699788526316,-0.041830963526,-0.0695300462115789,0.0849448173042105,-0.473535485894737,-0.0546077686594737,-0.344266629473684,-0.0899975423705263,-0.0398428709463158,-0.0461309295021053,-0.207421854757895,-0.304468510631579,-0.404255452631579,-0.136971176556842,-0.219688645631579,-0.136971176556842,-0.219688645631579,-0.141428809031579,-0.0744717500625263,-0.160979552536842,-0.186978364526316,-0.298703679084211,-0.325324878894737,-0.202794306326316,0.0897127264021053,-0.331560117789474,-0.319134719578947,0.056040006846,-0.279686751494737,-0.170546964549579,-0.0352255241130632,-0.468999224631579,-0.133586606326316,0.106739857136,-0.534713440421053,-0.339032197115789,-0.103059416434737,-0.255940940315789,-0.516691938736842,-0.0335081597884211,-0.436562227473684,-0.128623450629474,-0.398032586842105,-0.0571194000343158,-0.103492403002105,-0.199252568986316,-0.321017953894737,-0.319308593778947,-0.381601911789474,0.0463917265678392,0.0181866836950471,0.0408369906224344,0.067978132739783,0.0871784521583147,0.0620301284304813,0.0134134819282931,0.0289640592722,0.0422371049270371,0.0130926333374786,0.017857276473091,0.0446498006525058,0.221131772947477,0.294065350040817,0.233961712397385,0.0917561646703615,0.104032657586352,0.0654666114033403,0.116512536439035,0.11808862465242,0.0585558929547111,0.0567905427488851,0.0720805680399914,0.05234188186092,0.155820871636066,0.247081095919738,0.173943679946743,0.0672704025581217,0.0953799072079242,0.0625350967913019,0.0637848109355909,0.0560365565162432,0.0637848109355909,0.0560365565162432,0.0717811807368843,0.113768706577626,0.0729706576885009,0.0653642913343777,0.0708218772473022,0.091757559694167,0.0703498138191057,0.10176731951975,0.06409743064324,0.0759465314993961,0.0870485792231659,0.0666827806208189,0.0865625087450982,0.106194658088035,0.0653111670481718,0.102406184682404,0.111077436067163,0.0730309432982119,0.0754380093200376,0.0890381031540795,0.0695844833886815,0.0552428186234544,0.0734451978487024,0.0490663874324954,0.0766851159939003,0.0425928325706612,0.118325987935412,0.122148127646665,0.0839506340462988,0.0503532526972754,0.092577203978068,0.0922725193291038
2,"downstairswalking",0.27761534806383,-0.0226614158361702,-0.116812942382979,0.0463666814446808,0.262881788951064,-0.10283790806383,0.861831345531915,-0.325780100638298,-0.0438890162723404,-0.940361759574468,-0.940068525531915,-0.931438313191489,0.110040615569574,-0.00327959081489362,-0.0209351677765957,0.147249143238298,0.126828014557447,-0.340122023191489,-0.11594735287234,-0.00482329231914894,0.097173808906383,-0.320789230008511,-0.415739144893617,-0.279418388042553,-0.0581038498510638,-0.0421470257531915,-0.0710229816893617,-0.243940592553192,-0.469396701106383,-0.218266318606383,0.0899511204978723,0.215586334889362,0.0899511204978723,0.215586334889362,0.00565516335106383,0.22961718512766,-0.162188586930426,-0.274844110531915,-0.410872671489362,-0.343187875404255,0.112841160325532,0.278345041765957,-0.131290772,0.0161046198595745,0.171973972957447,-0.162032894287234,0.138120681087234,0.0962091607617021,-0.271498721106383,0.0499590624829787,0.0808333491276596,-0.408227423191489,-0.145775970406383,-0.361913824,-0.0874944736085106,-0.379436674361702,-0.458732747446809,-0.422987665106383,0.293424826591489,-0.0214787881723404,0.222247409576596,0.227480732542553,-0.320838543553191,-0.372576755361702,-0.380175306489362,-0.343698985425532,0.0802822960127844,0.0232169224708284,0.0377180556906192,0.126323626387262,0.164539199131836,0.207527025642952,0.035408907722361,0.0292899794507798,0.209745148390563,0.0303669406498809,0.0259263453780037,0.0341908471004362,0.296486996280614,0.284615150410356,0.244160584919255,0.167542472706522,0.200378373227208,0.113893284270363,0.321990641543669,0.258241410294926,0.221270115651718,0.17839175090915,0.105446513043068,0.0808615238919916,0.216201616369882,0.111324413772865,0.190547109189297,0.212819548166357,0.181499452559723,0.174087483859382,0.120938785428184,0.113987850671263,0.120938785428184,0.113987850671263,0.130236244062685,0.174065457207752,0.1444592264757,0.2093067097157,0.143537496331486,0.236658843716138,0.150124703907452,0.187696964229544,0.162748978296498,0.139317563998253,0.158470933498544,0.227294729563391,0.159559802006708,0.196702850015357,0.134966036374841,0.177113333756046,0.203194141302482,0.0984910959966628,0.20294040793059,0.145772753890869,0.140965623449853,0.181282833845374,0.0895869158480642,0.0627788995882153,0.139446625396063,0.0990386887278408,0.191091340744123,0.175916144479664,0.197686220382993,0.19900503748712,0.212312518087081,0.254901918555733
2,"lying",0.281373403958333,-0.0181587397583333,-0.107245610416667,-0.974059464791667,-0.98027739875,-0.984233296875,-0.509754238125,0.752536639375,0.646834879583333,-0.959014441458333,-0.988211865208333,-0.984230418125,0.0825972511666667,0.012254788451875,-0.00180264895625,-0.98587216875,-0.98317254125,-0.988442014375,-0.01847660675,-0.111800824583333,0.144882846104167,-0.988275232916667,-0.982291608958333,-0.960306560416667,-0.101974134208333,-0.0358590176083333,-0.0701783020833333,-0.993235849166667,-0.989567537916667,-0.98803582125,-0.977435485208333,-0.972873912916667,-0.977435485208333,-0.972873912916667,-0.987741696041667,-0.98551807625,-0.950011569583333,-0.961164053958333,-0.991767074166667,-0.989718095208333,-0.976725059791667,-0.979800877916667,-0.984380981875,-0.973246482083333,-0.981025105625,-0.984792185,-0.985813630833333,-0.982768250416667,-0.986197134583333,-0.987250255833333,-0.984987392916667,-0.989345368541667,-0.9864311425,-0.983321635416667,-0.9626718875,-0.988860685833333,-0.981910616458333,-0.963174222291667,-0.975110196458333,-0.975121387916667,-0.985374114791667,-0.984568489166667,-0.972112972708333,-0.96109837875,-0.990248702291667,-0.989492660416667,0.0241919322368203,0.00501323968851233,0.00955473292422547,0.0385646808805985,0.029959634459228,0.0209994294726935,0.141664157658933,0.0306752707986311,0.0388768079868705,0.0795599448417268,0.0260246841256205,0.0259648475751809,0.0324141919801715,0.0122077586694785,0.0229702436506218,0.0176909244480229,0.017993882583731,0.00903847730310195,0.0352221599182584,0.0795704287056768,0.168632615894913,0.0188814883842227,0.0166660880786171,0.0515950606758963,0.0118605614746724,0.00926242717128124,0.0327143376471681,0.00802094245104196,0.0124420194029103,0.0149299334793895,0.0320246360596377,0.0505008248463583,0.0320246360596377,0.0505008248463583,0.011420680471138,0.0247686681748607,0.0860352011853792,0.0571659518612557,0.0085582255114649,0.0170412507128092,0.0365483128536516,0.0261389278838955,0.0179456045555142,0.0396679600341898,0.0302334506557481,0.0213899561122865,0.0172552787779131,0.019206929159495,0.0109302646893535,0.0166144346229818,0.0150671458562631,0.00711950257756997,0.0209550396686145,0.0174001668052232,0.0494089598068845,0.0181884572865448,0.016365362282132,0.0477512964401492,0.0494567256031839,0.0435648733858302,0.0231108193519969,0.0270205579187221,0.0395958933914495,0.0580511962281478,0.0146304011753791,0.0188045864641765
2,"sitting",0.27708735173913,-0.0156879937282609,-0.109218272456522,-0.986822279565217,-0.950704499130435,-0.95982817173913,0.940477273043478,-0.105630024498783,0.19872676876087,-0.979988760869565,-0.956750273043478,-0.954415873043478,0.0722564387173913,0.0116954511323913,0.00760546929869565,-0.988055854130435,-0.977983955434783,-0.98751821173913,-0.0454706620434783,-0.0599286797043478,0.0412277462173913,-0.985742027826087,-0.978919526956522,-0.959803708695652,-0.0936328412826087,-0.0415602029130435,-0.04358509665,-0.989709023043478,-0.990889614782609,-0.985542325652174,-0.967893623913043,-0.953081444130435,-0.967893623913043,-0.953081444130435,-0.986774713043478,-0.984475868043478,-0.946035087173913,-0.961313624130435,-0.991081493913043,-0.989594919565217,-0.985803840652174,-0.957343498478261,-0.970162172608696,-0.98736209,-0.950073754130435,-0.956862864130435,-0.987848793695652,-0.977139702826087,-0.985129050217391,-0.989459107391304,-0.980804228478261,-0.988570804130435,-0.982621389565217,-0.982100923695652,-0.959814822391304,-0.986808501521739,-0.977356188695652,-0.963522659782609,-0.96127374826087,-0.955575602173913,-0.983874698913043,-0.984124185869565,-0.971840596086956,-0.961385745217391,-0.989861950869565,-0.989632908913043,0.0231347346725389,0.0276809995746473,0.0402880523982367,0.0324086421660716,0.0891489476079673,0.0740754031291257,0.0287801989504831,0.0559309927840332,0.108004876175445,0.0678343951316292,0.110900983266013,0.107680740929512,0.0256904955258546,0.0506805396420592,0.0531966331429345,0.0104671054267681,0.0130620230401572,0.00829277290991146,0.0509735371518298,0.0607834442359963,0.190909570257974,0.0164492200254792,0.0135533665580811,0.0420366305972749,0.0115188552175743,0.010936967506823,0.0338616609641016,0.00859218736191687,0.0068522137873974,0.00808481511794375,0.0576679350361864,0.11409643227241,0.0576679350361864,0.11409643227241,0.00877635826672642,0.0157225812079181,0.0972287289311563,0.0466452465675593,0.00587356903424011,0.00950995049684954,0.0309475070434661,0.0665444720961307,0.0537919812838885,0.0330790868911334,0.0939534701839622,0.0785119571295474,0.0109962824474236,0.0139426002698001,0.00954165173043873,0.00898676473647365,0.0110495124477017,0.00717035028433203,0.0172766283250126,0.011769745087041,0.0391856583516093,0.0161908377172772,0.0148145958955175,0.0393219843350878,0.0876240540624744,0.108923547088823,0.0148805191572642,0.0170276919289999,0.0308765568889603,0.0480543771587926,0.00861435359786181,0.0100921633075509
2,"standing",0.277911472222222,-0.0184208270166667,-0.105908536055556,-0.987271889259259,-0.957304989259259,-0.949741851296296,0.896928566851852,-0.370062696851852,0.129747161222222,-0.986685818703704,-0.97419442037037,-0.945927078703704,0.0747588597592593,0.0103291774794444,-0.00837158846722222,-0.981085715555556,-0.97105943962963,-0.982841446481482,-0.0238623875712963,-0.0820396577592593,0.0878351695481481,-0.972998629814815,-0.971441996481481,-0.964856701851852,-0.105562157888889,-0.042241953537037,-0.0546539479425926,-0.979324000740741,-0.983447258518519,-0.973610118333333,-0.965875181296296,-0.957874965,-0.965875181296296,-0.957874965,-0.980489077407407,-0.976675280185185,-0.963466341851852,-0.95394338037037,-0.983951904259259,-0.977204427777778,-0.983946739814815,-0.959871697407407,-0.962471195740741,-0.989056469814815,-0.957908842222222,-0.946433583518518,-0.980973241666667,-0.970851337962963,-0.979775152037037,-0.983007923703704,-0.973520241111111,-0.984599905185185,-0.967037112037037,-0.972576152962963,-0.960627696111111,-0.97498812462963,-0.97103605037037,-0.969754295740741,-0.964052166481482,-0.960519381481482,-0.977065295555556,-0.97516046,-0.961775904814815,-0.956788725740741,-0.977849827407407,-0.977754298148148,0.0140629722535917,0.0120526005289779,0.0291750344359659,0.0157461115863264,0.0397962517709394,0.0740321338224154,0.0205893566935723,0.049291207170116,0.0519610692111261,0.0243216403978147,0.0305822127895461,0.0960627822161552,0.00959714573054181,0.0215594968373705,0.046529137501617,0.024862249846375,0.0276452774281887,0.015354959605796,0.0283972739855643,0.0302011206027122,0.0388624848872352,0.0321572515233902,0.0361235653072575,0.0473995356889672,0.0226728636045902,0.0204789623625753,0.0146891102515339,0.0254888144980068,0.0230861233911894,0.0490465080260143,0.0380248656247943,0.062738685993359,0.0380248656247943,0.062738685993359,0.0206557955256303,0.0303842842015144,0.0406916234246836,0.0646886402819296,0.0208928260766801,0.0381781515972591,0.0196760019484958,0.035667392953124,0.0512145092511034,0.0141378253378721,0.0397572758813335,0.0795728283856731,0.0250927722490574,0.0273882200268512,0.0183714402804694,0.0223847693785249,0.0260981708755673,0.0121545317151052,0.04104346716033,0.0372695495715229,0.0607431710256591,0.0294904510219729,0.0353067053010378,0.0380044138363314,0.0483222218918444,0.0601842238940243,0.0279561279914256,0.033690858634507,0.054988683426453,0.0604029142943663,0.0380882869286409,0.0358161894648775
